survey_year	doc	type
2023	  15.4700	Measured
2023	       NA	Measured
2023	 327.3500	Measured
2023	  38.8200	Measured
2023	  94.3600	Measured
2023	 114.1600	Measured
2023	  25.6900	Measured
2023	  43.7900	Measured
2023	  22.0800	Measured
2023	  24.9500	Measured
2023	  40.5800	Measured
2023	  57.4600	Measured
2023	 139.1700	Measured
2023	 178.3600	Measured
2023	 150.4200	Measured
2023	  45.0400	Measured
2023	  44.1500	Measured
2023	  18.4600	Measured
2023	  33.9300	Measured
2023	  47.9200	Measured
2023	  51.1400	Measured
2023	  43.2900	Measured
2023	  41.8200	Measured
2023	  37.0100	Measured
2023	  54.1500	Measured
2023	  76.4200	Measured
2023	  83.4900	Measured
2023	  70.9500	Measured
2023	  25.5500	Measured
2023	  18.3100	Measured
2023	  20.9200	Measured
2023	  11.0900	Measured
2023	  73.8200	Measured
2023	  37.0500	Measured
2023	  76.2000	Measured
2023	  35.3600	Measured
2023	  36.0800	Measured
2023	  25.1660	Measured
2023	  22.8230	Measured
2023	  43.1960	Measured
2023	  37.2660	Measured
2023	  11.0670	Measured
2023	  80.8870	Measured
2023	  36.1200	Measured
2023	  17.5290	Measured
2023	  47.0570	Measured
2023	  27.9050	Measured
2023	       NA	Measured
2023	  19.6940	Measured
2023	  58.7620	Measured
2023	  45.1360	Measured
2023	  86.3530	Measured
2023	  31.6150	Measured
2023	  27.0040	Measured
2023	  38.1380	Measured
2023	  43.9160	Measured
2023	       NA	Measured
2023	  98.5360	Measured
2023	  42.6260	Measured
2023	  54.6600	Measured
2023	  40.0900	Measured
2023	  56.8800	Measured
2023	  15.3900	Measured
2023	  42.5800	Measured
2023	  53.3400	Measured
2023	 346.3400	Measured
2023	  25.8700	Measured
2023	  31.0400	Measured
2023	  47.7700	Measured
2023	  37.4800	Measured
2023	 597.0400	Measured
2023	  87.0000	Measured
2023	  23.6600	Measured
2023	  20.2300	Measured
2023	  13.4100	Measured
2023	  46.1100	Measured
2023	  22.0700	Measured
2023	  24.1400	Measured
2023	  32.2400	Measured
2023	  60.1300	Measured
2023	  49.6100	Measured
2023	  83.2100	Measured
2023	  97.1500	Measured
2023	  44.3500	Measured
2023	  26.6900	Measured
2023	  54.4300	Measured
2023	  56.9300	Measured
2023	  57.3200	Measured
2023	  33.1900	Measured
2023	  15.6900	Measured
2023	 120.0000	Measured
2023	  48.3600	Measured
2023	       NA	Measured
2023	 151.1700	Measured
2023	  33.7400	Measured
2023	  54.3800	Measured
2023	  54.3400	Measured
2023	  74.0580	Measured
2023	  38.2000	Measured
2023	  16.8780	Measured
2023	  43.3980	Measured
2023	 244.7300	Measured
2023	  58.9480	Measured
2023	       NA	Measured
2023	 154.1130	Measured
2023	  52.3990	Measured
2023	  30.6520	Measured
2023	 233.6600	Measured
2023	       NA	Measured
2023	  65.8820	Measured
2023	  74.6940	Measured
2023	 406.1900	Measured
2023	 125.2380	Measured
2023	  56.4510	Measured
2023	  46.3400	Measured
2023	 157.5600	Measured
2023	 155.3700	Measured
2023	  78.3800	Measured
2023	  28.1000	Measured
2023	  69.4800	Measured
2023	 157.0500	Measured
2023	  86.2800	Measured
2023	 885.2000	Measured
2023	  30.4700	Measured
2023	  47.4200	Measured
2023	 108.7000	Measured
2023	 120.2500	Measured
2023	  82.1200	Measured
2023	  56.0600	Measured
2023	  44.5600	Measured
2023	 367.0000	Measured
2023	  21.3200	Measured
2023	  37.3800	Measured
2023	 117.9900	Measured
2023	  47.1700	Measured
2023	 136.0800	Measured
2023	  19.3200	Measured
2023	 225.2000	Measured
2023	 109.9900	Measured
2023	  20.1400	Measured
2023	 120.6900	Measured
2023	  23.8200	Measured
2023	  30.4800	Measured
2023	  38.6800	Measured
2023	  68.1400	Measured
2023	  35.0500	Measured
2023	  63.6400	Measured
2023	  45.2400	Measured
2023	 123.8400	Measured
2023	  60.6500	Measured
2023	 168.6600	Measured
2023	 365.4000	Measured
2023	 113.2500	Measured
2023	  78.4900	Measured
2023	  38.5000	Measured
2023	 318.7000	Measured
2023	 129.6600	Measured
2013	  36.1082	Simulated
2013	  23.9609	Simulated
2013	  35.0488	Simulated
2013	  39.2574	Simulated
2013	  41.0286	Simulated
2013	  41.4996	Simulated
2013	  35.1678	Simulated
2013	  36.2980	Simulated
2013	  38.3556	Simulated
2013	  39.2982	Simulated
2013	  37.6444	Simulated
2013	  36.3075	Simulated
2013	  38.3866	Simulated
2013	  39.3973	Simulated
